id,date,horizon,y_pred
HOBBIES_1_009_CA_1_validation,2016-05-01,7,0.9429891109466553
HOBBIES_1_010_CA_1_validation,2016-04-25,1,0.6912072896957397
HOBBIES_1_010_CA_1_validation,2016-04-26,2,0.5504531264305115
HOBBIES_1_010_CA_1_validation,2016-04-27,3,0.5519385933876038
HOBBIES_1_010_CA_1_validation,2016-04-28,4,0.5305256843566895
HOBBIES_1_010_CA_1_validation,2016-04-29,5,0.6241944432258606
HOBBIES_1_010_CA_1_validation,2016-04-30,6,0.6634343266487122
HOBBIES_1_010_CA_1_validation,2016-05-01,7,0.7604559063911438
HOBBIES_1_011_CA_1_validation,2016-04-25,1,0.16970506310462952
HOBBIES_1_011_CA_1_validation,2016-04-26,2,0.16307169198989868
HOBBIES_1_011_CA_1_validation,2016-04-27,3,0.16307169198989868
HOBBIES_1_011_CA_1_validation,2016-04-28,4,0.16355830430984497
HOBBIES_1_011_CA_1_validation,2016-04-29,5,0.17363151907920837
HOBBIES_1_011_CA_1_validation,2016-04-30,6,0.17720644176006317
HOBBIES_1_011_CA_1_validation,2016-05-01,7,0.23831334710121155
HOBBIES_1_012_CA_1_validation,2016-04-25,1,0.20862148702144623
HOBBIES_1_012_CA_1_validation,2016-04-26,2,0.14481262862682343
HOBBIES_1_012_CA_1_validation,2016-04-27,3,0.14481262862682343
HOBBIES_1_012_CA_1_validation,2016-04-28,4,0.14297367632389069
HOBBIES_1_012_CA_1_validation,2016-04-29,5,0.11575071513652802
HOBBIES_1_012_CA_1_validation,2016-04-30,6,0.11648823320865631
HOBBIES_1_012_CA_1_validation,2016-05-01,7,0.16262070834636688
HOBBIES_1_013_CA_1_validation,2016-04-25,1,0.571273684501648
HOBBIES_1_013_CA_1_validation,2016-04-26,2,0.4263268709182739
HOBBIES_1_013_CA_1_validation,2016-04-27,3,0.4263268709182739
HOBBIES_1_013_CA_1_validation,2016-04-28,4,0.4778899550437927
HOBBIES_1_013_CA_1_validation,2016-04-29,5,0.5372444987297058
HOBBIES_1_013_CA_1_validation,2016-04-30,6,0.6106970906257629
HOBBIES_1_013_CA_1_validation,2016-05-01,7,0.7297804355621338
HOBBIES_1_014_CA_1_validation,2016-04-25,1,1.29069185256958
HOBBIES_1_014_CA_1_validation,2016-04-26,2,1.2097055912017822
HOBBIES_1_014_CA_1_validation,2016-04-27,3,1.2871356010437012
HOBBIES_1_014_CA_1_validation,2016-04-28,4,1.2716926336288452
HOBBIES_1_014_CA_1_validation,2016-04-29,5,1.4741783142089844
HOBBIES_1_014_CA_1_validation,2016-04-30,6,1.6645761728286743
HOBBIES_1_014_CA_1_validation,2016-05-01,7,1.896139144897461
HOBBIES_1_015_CA_1_validation,2016-04-25,1,4.1776123046875
HOBBIES_1_015_CA_1_validation,2016-04-26,2,4.382725238800049
HOBBIES_1_015_CA_1_validation,2016-04-27,3,5.283923625946045
HOBBIES_1_015_CA_1_validation,2016-04-28,4,5.208455562591553
HOBBIES_1_015_CA_1_validation,2016-04-29,5,7.0011305809021
HOBBIES_1_015_CA_1_validation,2016-04-30,6,4.518755912780762
HOBBIES_1_015_CA_1_validation,2016-05-01,7,5.439648628234863
HOBBIES_1_016_CA_1_validation,2016-04-25,1,5.584014892578125
HOBBIES_1_016_CA_1_validation,2016-04-26,2,6.478860378265381
HOBBIES_1_016_CA_1_validation,2016-04-27,3,6.662722110748291
HOBBIES_1_016_CA_1_validation,2016-04-28,4,6.9556145668029785
HOBBIES_1_016_CA_1_validation,2016-04-29,5,7.160227298736572
HOBBIES_1_016_CA_1_validation,2016-04-30,6,7.076188564300537
HOBBIES_1_016_CA_1_validation,2016-05-01,7,7.295706748962402
HOBBIES_1_017_CA_1_validation,2016-04-25,1,1.3178433179855347
HOBBIES_1_017_CA_1_validation,2016-04-26,2,1.3390904664993286
HOBBIES_1_017_CA_1_validation,2016-04-27,3,1.3377410173416138
HOBBIES_1_017_CA_1_validation,2016-04-28,4,1.3100000619888306
HOBBIES_1_017_CA_1_validation,2016-04-29,5,1.8548152446746826
HOBBIES_1_017_CA_1_validation,2016-04-30,6,1.940704584121704
HOBBIES_1_017_CA_1_validation,2016-05-01,7,2.205357551574707
HOBBIES_1_018_CA_1_validation,2016-04-25,1,0.1480989009141922
HOBBIES_1_018_CA_1_validation,2016-04-26,2,0.14146552979946136
HOBBIES_1_018_CA_1_validation,2016-04-27,3,0.14146552979946136
HOBBIES_1_018_CA_1_validation,2016-04-28,4,0.14328420162200928
HOBBIES_1_018_CA_1_validation,2016-04-29,5,0.14938051998615265
HOBBIES_1_018_CA_1_validation,2016-04-30,6,0.14716719090938568
HOBBIES_1_018_CA_1_validation,2016-05-01,7,0.15166617929935455
HOBBIES_1_019_CA_1_validation,2016-04-25,1,6.4751200675964355
HOBBIES_1_019_CA_1_validation,2016-04-26,2,6.39478063583374
HOBBIES_1_019_CA_1_validation,2016-04-27,3,7.439716339111328
HOBBIES_1_019_CA_1_validation,2016-04-28,4,8.864015579223633
HOBBIES_1_019_CA_1_validation,2016-04-29,5,8.756101608276367
HOBBIES_1_019_CA_1_validation,2016-04-30,6,7.109724044799805
HOBBIES_1_019_CA_1_validation,2016-05-01,7,9.72940731048584
HOBBIES_1_020_CA_1_validation,2016-04-25,1,0.16408376395702362
HOBBIES_1_020_CA_1_validation,2016-04-26,2,0.1534414440393448
HOBBIES_1_020_CA_1_validation,2016-04-27,3,0.1534414440393448
HOBBIES_1_020_CA_1_validation,2016-04-28,4,0.15899954736232758
HOBBIES_1_020_CA_1_validation,2016-04-29,5,0.20082122087478638
HOBBIES_1_020_CA_1_validation,2016-04-30,6,0.21318747103214264
HOBBIES_1_020_CA_1_validation,2016-05-01,7,0.238758385181427
HOBBIES_1_021_CA_1_validation,2016-04-25,1,0.35158973932266235
HOBBIES_1_021_CA_1_validation,2016-04-26,2,0.34662365913391113
HOBBIES_1_021_CA_1_validation,2016-04-27,3,0.3444799780845642
HOBBIES_1_021_CA_1_validation,2016-04-28,4,0.4118649661540985
HOBBIES_1_021_CA_1_validation,2016-04-29,5,0.4054524004459381
HOBBIES_1_021_CA_1_validation,2016-04-30,6,0.5666019916534424
HOBBIES_1_021_CA_1_validation,2016-05-01,7,0.6524859666824341
HOBBIES_1_022_CA_1_validation,2016-04-25,1,0.42195436358451843
HOBBIES_1_022_CA_1_validation,2016-04-26,2,0.3512342870235443
HOBBIES_1_022_CA_1_validation,2016-04-27,3,0.3963506519794464
HOBBIES_1_022_CA_1_validation,2016-04-28,4,0.32124239206314087
HOBBIES_1_022_CA_1_validation,2016-04-29,5,0.3434974253177643
HOBBIES_1_022_CA_1_validation,2016-04-30,6,0.3997595012187958
HOBBIES_1_022_CA_1_validation,2016-05-01,7,0.4866484999656677
HOBBIES_1_023_CA_1_validation,2016-04-25,1,1.2648944854736328
HOBBIES_1_023_CA_1_validation,2016-04-26,2,1.1557793617248535
HOBBIES_1_023_CA_1_validation,2016-04-27,3,1.0690721273422241
HOBBIES_1_023_CA_1_validation,2016-04-28,4,1.1092027425765991
HOBBIES_1_023_CA_1_validation,2016-04-29,5,1.3779170513153076
HOBBIES_1_023_CA_1_validation,2016-04-30,6,1.8002132177352905
HOBBIES_1_023_CA_1_validation,2016-05-01,7,1.6246434450149536
HOBBIES_1_024_CA_1_validation,2016-04-25,1,0.19098564982414246
HOBBIES_1_024_CA_1_validation,2016-04-26,2,0.18435227870941162
HOBBIES_1_024_CA_1_validation,2016-04-27,3,0.18435227870941162
HOBBIES_1_024_CA_1_validation,2016-04-28,4,0.19342564046382904
HOBBIES_1_024_CA_1_validation,2016-04-29,5,0.20858635008335114
HOBBIES_1_024_CA_1_validation,2016-04-30,6,0.14878231287002563
HOBBIES_1_024_CA_1_validation,2016-05-01,7,0.21143703162670135
HOBBIES_1_025_CA_1_validation,2016-04-25,1,0.7173547148704529
HOBBIES_1_025_CA_1_validation,2016-04-26,2,0.6013566851615906
HOBBIES_1_025_CA_1_validation,2016-04-27,3,0.6277891397476196
HOBBIES_1_025_CA_1_validation,2016-04-28,4,0.6344761848449707
HOBBIES_1_025_CA_1_validation,2016-04-29,5,0.6770719289779663
HOBBIES_1_025_CA_1_validation,2016-04-30,6,0.7815969586372375
HOBBIES_1_025_CA_1_validation,2016-05-01,7,0.823659360408783
HOBBIES_1_026_CA_1_validation,2016-04-25,1,0.32850566506385803
HOBBIES_1_026_CA_1_validation,2016-04-26,2,0.3111345171928406
HOBBIES_1_026_CA_1_validation,2016-04-27,3,0.310370534658432
HOBBIES_1_026_CA_1_validation,2016-04-28,4,0.3121892213821411
HOBBIES_1_026_CA_1_validation,2016-04-29,5,0.37966281175613403
HOBBIES_1_026_CA_1_validation,2016-04-30,6,0.5523561835289001
HOBBIES_1_026_CA_1_validation,2016-05-01,7,0.5702389478683472
HOBBIES_1_027_CA_1_validation,2016-04-25,1,0.3816429376602173
HOBBIES_1_027_CA_1_validation,2016-04-26,2,0.3371952474117279
HOBBIES_1_027_CA_1_validation,2016-04-27,3,0.35604625940322876
HOBBIES_1_027_CA_1_validation,2016-04-28,4,0.3651368021965027
HOBBIES_1_027_CA_1_validation,2016-04-29,5,0.408647745847702
HOBBIES_1_027_CA_1_validation,2016-04-30,6,0.5393378138542175
HOBBIES_1_027_CA_1_validation,2016-05-01,7,0.5374271869659424
HOBBIES_1_028_CA_1_validation,2016-04-25,1,0.5198102593421936
HOBBIES_1_028_CA_1_validation,2016-04-26,2,0.4343242049217224
HOBBIES_1_028_CA_1_validation,2016-04-27,3,0.43643292784690857
HOBBIES_1_028_CA_1_validation,2016-04-28,4,0.48172542452812195
HOBBIES_1_028_CA_1_validation,2016-04-29,5,0.5480918884277344
HOBBIES_1_028_CA_1_validation,2016-04-30,6,0.5642091035842896
HOBBIES_1_028_CA_1_validation,2016-05-01,7,0.5953830480575562
HOBBIES_1_029_CA_1_validation,2016-04-25,1,1.3341857194900513
HOBBIES_1_029_CA_1_validation,2016-04-26,2,1.1502141952514648
HOBBIES_1_029_CA_1_validation,2016-04-27,3,1.0767769813537598
HOBBIES_1_029_CA_1_validation,2016-04-28,4,1.2022120952606201
HOBBIES_1_029_CA_1_validation,2016-04-29,5,1.362295389175415
HOBBIES_1_029_CA_1_validation,2016-04-30,6,1.6627815961837769
HOBBIES_1_029_CA_1_validation,2016-05-01,7,2.171917200088501
HOBBIES_1_030_CA_1_validation,2016-04-25,1,2.7866320610046387
HOBBIES_1_030_CA_1_validation,2016-04-26,2,4.289316177368164
HOBBIES_1_030_CA_1_validation,2016-04-27,3,5.740884304046631
HOBBIES_1_030_CA_1_validation,2016-04-28,4,5.937675952911377
HOBBIES_1_030_CA_1_validation,2016-04-29,5,5.67315673828125
HOBBIES_1_030_CA_1_validation,2016-04-30,6,8.810604095458984
HOBBIES_1_030_CA_1_validation,2016-05-01,7,9.41943359375
HOBBIES_1_031_CA_1_validation,2016-04-25,1,0.2172551155090332
HOBBIES_1_031_CA_1_validation,2016-04-26,2,0.14134708046913147
HOBBIES_1_031_CA_1_validation,2016-04-27,3,0.14134708046913147
HOBBIES_1_031_CA_1_validation,2016-04-28,4,0.14690518379211426
HOBBIES_1_031_CA_1_validation,2016-04-29,5,0.14341333508491516
HOBBIES_1_031_CA_1_validation,2016-04-30,6,0.15162405371665955
HOBBIES_1_031_CA_1_validation,2016-05-01,7,0.15866144001483917
HOBBIES_1_032_CA_1_validation,2016-04-25,1,4.960226535797119
HOBBIES_1_032_CA_1_validation,2016-04-26,2,4.8412766456604
HOBBIES_1_032_CA_1_validation,2016-04-27,3,5.157730579376221
HOBBIES_1_032_CA_1_validation,2016-04-28,4,5.713345527648926
HOBBIES_1_032_CA_1_validation,2016-04-29,5,8.141103744506836
HOBBIES_1_032_CA_1_validation,2016-04-30,6,2.8489830493927
HOBBIES_1_032_CA_1_validation,2016-05-01,7,2.375230312347412
HOBBIES_1_033_CA_1_validation,2016-04-25,1,0.15600207448005676
HOBBIES_1_033_CA_1_validation,2016-04-26,2,0.17244721949100494
HOBBIES_1_033_CA_1_validation,2016-04-27,3,0.14501988887786865
HOBBIES_1_033_CA_1_validation,2016-04-28,4,0.14683856070041656
HOBBIES_1_033_CA_1_validation,2016-04-29,5,0.2550952732563019
HOBBIES_1_033_CA_1_validation,2016-04-30,6,0.23392656445503235
HOBBIES_1_033_CA_1_validation,2016-05-01,7,0.29995542764663696
HOBBIES_1_034_CA_1_validation,2016-04-25,1,0.462454229593277
HOBBIES_1_034_CA_1_validation,2016-04-26,2,0.26579639315605164
HOBBIES_1_034_CA_1_validation,2016-04-27,3,0.3891246020793915
HOBBIES_1_034_CA_1_validation,2016-04-28,4,0.559175431728363
HOBBIES_1_034_CA_1_validation,2016-04-29,5,0.5566971302032471
HOBBIES_1_034_CA_1_validation,2016-04-30,6,0.5834938287734985
HOBBIES_1_034_CA_1_validation,2016-05-01,7,0.5969600677490234
HOBBIES_1_035_CA_1_validation,2016-04-25,1,0.29708632826805115
HOBBIES_1_035_CA_1_validation,2016-04-26,2,0.2278079241514206
HOBBIES_1_035_CA_1_validation,2016-04-27,3,0.2153359055519104
HOBBIES_1_035_CA_1_validation,2016-04-28,4,0.19899392127990723
HOBBIES_1_035_CA_1_validation,2016-04-29,5,0.1608307808637619
HOBBIES_1_035_CA_1_validation,2016-04-30,6,0.25237688422203064
HOBBIES_1_035_CA_1_validation,2016-05-01,7,0.2426576167345047
HOBBIES_1_036_CA_1_validation,2016-04-25,1,1.1163103580474854
HOBBIES_1_036_CA_1_validation,2016-04-26,2,1.031150460243225
HOBBIES_1_036_CA_1_validation,2016-04-27,3,1.0313397645950317
HOBBIES_1_036_CA_1_validation,2016-04-28,4,1.0694845914840698
HOBBIES_1_036_CA_1_validation,2016-04-29,5,1.2278878688812256
HOBBIES_1_036_CA_1_validation,2016-04-30,6,1.503340721130371
HOBBIES_1_036_CA_1_validation,2016-05-01,7,1.5555191040039062
HOBBIES_1_037_CA_1_validation,2016-04-25,1,0.5205568075180054
HOBBIES_1_037_CA_1_validation,2016-04-26,2,0.5791230201721191
HOBBIES_1_037_CA_1_validation,2016-04-27,3,0.4842243194580078
HOBBIES_1_037_CA_1_validation,2016-04-28,4,0.46817463636398315
HOBBIES_1_037_CA_1_validation,2016-04-29,5,0.6137115955352783
HOBBIES_1_037_CA_1_validation,2016-04-30,6,0.7467430830001831
HOBBIES_1_037_CA_1_validation,2016-05-01,7,0.6667869687080383
HOBBIES_1_038_CA_1_validation,2016-04-25,1,0.7732462286949158
HOBBIES_1_038_CA_1_validation,2016-04-26,2,0.5888581871986389
HOBBIES_1_038_CA_1_validation,2016-04-27,3,0.6566292643547058
HOBBIES_1_038_CA_1_validation,2016-04-28,4,0.6543052196502686
HOBBIES_1_038_CA_1_validation,2016-04-29,5,0.7310798764228821
HOBBIES_1_038_CA_1_validation,2016-04-30,6,0.8992576599121094
HOBBIES_1_038_CA_1_validation,2016-05-01,7,0.8100874423980713
HOBBIES_1_039_CA_1_validation,2016-04-25,1,0.19295908510684967
HOBBIES_1_039_CA_1_validation,2016-04-26,2,0.12642896175384521
HOBBIES_1_039_CA_1_validation,2016-04-27,3,0.12642896175384521
HOBBIES_1_039_CA_1_validation,2016-04-28,4,0.12691554427146912
HOBBIES_1_039_CA_1_validation,2016-04-29,5,0.14210288226604462
HOBBIES_1_039_CA_1_validation,2016-04-30,6,0.11255528032779694
HOBBIES_1_039_CA_1_validation,2016-05-01,7,0.16262972354888916
HOBBIES_1_040_CA_1_validation,2016-04-25,1,0.7190254926681519
HOBBIES_1_040_CA_1_validation,2016-04-26,2,0.5352968573570251
HOBBIES_1_040_CA_1_validation,2016-04-27,3,0.6541336178779602
HOBBIES_1_040_CA_1_validation,2016-04-28,4,0.5688300132751465
HOBBIES_1_040_CA_1_validation,2016-04-29,5,0.7797244191169739
HOBBIES_1_040_CA_1_validation,2016-04-30,6,1.0602232217788696
HOBBIES_1_040_CA_1_validation,2016-05-01,7,1.135284185409546
HOBBIES_1_041_CA_1_validation,2016-04-25,1,0.28791025280952454
HOBBIES_1_041_CA_1_validation,2016-04-26,2,0.26207178831100464
HOBBIES_1_041_CA_1_validation,2016-04-27,3,0.2660636603832245
HOBBIES_1_041_CA_1_validation,2016-04-28,4,0.2665502727031708
HOBBIES_1_041_CA_1_validation,2016-04-29,5,0.3379354476928711
HOBBIES_1_041_CA_1_validation,2016-04-30,6,0.28803685307502747
HOBBIES_1_041_CA_1_validation,2016-05-01,7,0.2973270118236542
HOBBIES_1_042_CA_1_validation,2016-04-25,1,0.5447514057159424
HOBBIES_1_042_CA_1_validation,2016-04-26,2,0.4517756402492523
HOBBIES_1_042_CA_1_validation,2016-04-27,3,0.4409797489643097
HOBBIES_1_042_CA_1_validation,2016-04-28,4,0.47162073850631714
HOBBIES_1_042_CA_1_validation,2016-04-29,5,0.4968245327472687
HOBBIES_1_042_CA_1_validation,2016-04-30,6,0.6018944978713989
HOBBIES_1_042_CA_1_validation,2016-05-01,7,0.61365807056427
HOBBIES_1_043_CA_1_validation,2016-04-25,1,0.8241370916366577
HOBBIES_1_043_CA_1_validation,2016-04-26,2,0.881476879119873
HOBBIES_1_043_CA_1_validation,2016-04-27,3,1.5516729354858398
HOBBIES_1_043_CA_1_validation,2016-04-28,4,2.290846109390259
HOBBIES_1_043_CA_1_validation,2016-04-29,5,3.460865020751953
HOBBIES_1_043_CA_1_validation,2016-04-30,6,3.7818892002105713
HOBBIES_1_043_CA_1_validation,2016-05-01,7,2.9842278957366943
HOBBIES_1_044_CA_1_validation,2016-04-25,1,1.5437575578689575
HOBBIES_1_044_CA_1_validation,2016-04-26,2,0.8342654705047607
HOBBIES_1_044_CA_1_validation,2016-04-27,3,0.7709022760391235
HOBBIES_1_044_CA_1_validation,2016-04-28,4,0.8120700716972351
HOBBIES_1_044_CA_1_validation,2016-04-29,5,0.8979944586753845
HOBBIES_1_044_CA_1_validation,2016-04-30,6,0.886736273765564
HOBBIES_1_044_CA_1_validation,2016-05-01,7,0.8228238224983215
HOBBIES_1_045_CA_1_validation,2016-04-25,1,0.28675517439842224
HOBBIES_1_045_CA_1_validation,2016-04-26,2,0.27451539039611816
HOBBIES_1_045_CA_1_validation,2016-04-27,3,0.27451539039611816
HOBBIES_1_045_CA_1_validation,2016-04-28,4,0.27633407711982727
HOBBIES_1_045_CA_1_validation,2016-04-29,5,0.3229319751262665
HOBBIES_1_045_CA_1_validation,2016-04-30,6,0.36448121070861816
HOBBIES_1_045_CA_1_validation,2016-05-01,7,0.4390653073787689
HOBBIES_1_046_CA_1_validation,2016-04-25,1,0.7435400485992432
HOBBIES_1_046_CA_1_validation,2016-04-26,2,0.6415468454360962
HOBBIES_1_046_CA_1_validation,2016-04-27,3,0.6044464111328125
HOBBIES_1_046_CA_1_validation,2016-04-28,4,0.6160792708396912
HOBBIES_1_046_CA_1_validation,2016-04-29,5,0.8538808822631836
HOBBIES_1_046_CA_1_validation,2016-04-30,6,1.0978879928588867
HOBBIES_1_046_CA_1_validation,2016-05-01,7,1.0459154844284058
HOBBIES_1_047_CA_1_validation,2016-04-25,1,0.35281550884246826
HOBBIES_1_047_CA_1_validation,2016-04-26,2,0.34002944827079773
HOBBIES_1_047_CA_1_validation,2016-04-27,3,0.3517509400844574
HOBBIES_1_047_CA_1_validation,2016-04-28,4,0.42226049304008484
HOBBIES_1_047_CA_1_validation,2016-04-29,5,0.49354279041290283
HOBBIES_1_047_CA_1_validation,2016-04-30,6,0.6964572072029114
HOBBIES_1_047_CA_1_validation,2016-05-01,7,1.0076133012771606
HOBBIES_1_048_CA_1_validation,2016-04-25,1,8.095854759216309
HOBBIES_1_048_CA_1_validation,2016-04-26,2,7.509864807128906
HOBBIES_1_048_CA_1_validation,2016-04-27,3,12.453577995300293
HOBBIES_1_048_CA_1_validation,2016-04-28,4,11.422074317932129
HOBBIES_1_048_CA_1_validation,2016-04-29,5,7.342915058135986
HOBBIES_1_048_CA_1_validation,2016-04-30,6,9.141523361206055
HOBBIES_1_048_CA_1_validation,2016-05-01,7,10.085853576660156
HOBBIES_1_049_CA_1_validation,2016-04-25,1,0.4762490689754486
HOBBIES_1_049_CA_1_validation,2016-04-26,2,0.3310370445251465
HOBBIES_1_049_CA_1_validation,2016-04-27,3,0.3467772901058197
HOBBIES_1_049_CA_1_validation,2016-04-28,4,0.40209925174713135
HOBBIES_1_049_CA_1_validation,2016-04-29,5,0.3958030939102173
HOBBIES_1_049_CA_1_validation,2016-04-30,6,0.42385444045066833
HOBBIES_1_049_CA_1_validation,2016-05-01,7,0.6067909002304077
HOBBIES_1_050_CA_1_validation,2016-04-25,1,1.3769694566726685
HOBBIES_1_050_CA_1_validation,2016-04-26,2,1.2702968120574951
HOBBIES_1_050_CA_1_validation,2016-04-27,3,1.0681923627853394
HOBBIES_1_050_CA_1_validation,2016-04-28,4,1.083749532699585
HOBBIES_1_050_CA_1_validation,2016-04-29,5,1.3914985656738281
HOBBIES_1_050_CA_1_validation,2016-04-30,6,1.9007524251937866
HOBBIES_1_050_CA_1_validation,2016-05-01,7,1.9257396459579468
HOBBIES_1_051_CA_1_validation,2016-04-25,1,0.1977243721485138
HOBBIES_1_051_CA_1_validation,2016-04-26,2,0.1867421716451645
HOBBIES_1_051_CA_1_validation,2016-04-27,3,0.193996861577034
HOBBIES_1_051_CA_1_validation,2016-04-28,4,0.18463313579559326
HOBBIES_1_051_CA_1_validation,2016-04-29,5,0.11275473982095718
HOBBIES_1_051_CA_1_validation,2016-04-30,6,0.11349227279424667
HOBBIES_1_051_CA_1_validation,2016-05-01,7,0.11799125373363495
HOBBIES_1_052_CA_1_validation,2016-04-25,1,0.20891018211841583
HOBBIES_1_052_CA_1_validation,2016-04-26,2,0.202276811003685
HOBBIES_1_052_CA_1_validation,2016-04-27,3,0.20601627230644226
HOBBIES_1_052_CA_1_validation,2016-04-28,4,0.18093091249465942
HOBBIES_1_052_CA_1_validation,2016-04-29,5,0.13956448435783386
HOBBIES_1_052_CA_1_validation,2016-04-30,6,0.15049540996551514
HOBBIES_1_052_CA_1_validation,2016-05-01,7,0.27462679147720337
HOBBIES_1_053_CA_1_validation,2016-04-25,1,0.18957066535949707
HOBBIES_1_053_CA_1_validation,2016-04-26,2,0.1781429797410965
HOBBIES_1_053_CA_1_validation,2016-04-27,3,0.1781429797410965
HOBBIES_1_053_CA_1_validation,2016-04-28,4,0.1801479011774063
HOBBIES_1_053_CA_1_validation,2016-04-29,5,0.1854318082332611
HOBBIES_1_053_CA_1_validation,2016-04-30,6,0.4262361228466034
HOBBIES_1_053_CA_1_validation,2016-05-01,7,0.3366088271141052
HOBBIES_1_054_CA_1_validation,2016-04-25,1,0.3280644118785858
HOBBIES_1_054_CA_1_validation,2016-04-26,2,0.16113920509815216
HOBBIES_1_054_CA_1_validation,2016-04-27,3,0.16673177480697632
HOBBIES_1_054_CA_1_validation,2016-04-28,4,0.16162581741809845
HOBBIES_1_054_CA_1_validation,2016-04-29,5,0.17144519090652466
HOBBIES_1_054_CA_1_validation,2016-04-30,6,0.18360483646392822
HOBBIES_1_054_CA_1_validation,2016-05-01,7,0.25998660922050476
HOBBIES_1_055_CA_1_validation,2016-04-25,1,1.6742972135543823
